entidade;numero_processo;contrato;num_contrato_orgao;objeto;valor_global;cnpj;razao_social;data_de_celebracao;data_de_vigencia;situacao;local_da_execucao;modalidade_de_contratacao;subtipo_de_contrato;tipo_de_aquisicao;arquivo_origem;data_inicio;data_fim
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;03411/2024;045/2024/SEDEC;O objeto do presente instrumento e aquisicao de material permanente: CAMINHAO PIPA - Zero km, ano de modelo corrente, cabine frontal, tracao 6x2, motor a diesel, potencia minima de 255 CV, equipado com tanque pipa de no minimo 15.000 litros, de acordo com;1860000.0;07811058000164;M. DIESEL CAMINHOES E ONIBUS LIMITADA;2024-12-26;26/12/2024 a 26/12/2025;CELEBRADO;Av. Pres. Getulio Vargas, 1077, Bairro: Goiabeiras, Cuiaba-MT, CEP: 78032-000;ADESAO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_24.xls;2024-12-26;2025-12-26
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/00724;02231/2024;027/2024/SEDEC;O objeto do presente instrumento consiste na contratacao integrada de empresa especializada em engenharia e arquitetura para a atualizacao dos projetos de Arquitetura, Complementares e Executivos, bem como sua planilha orcamentaria dos servicos a serem ex;5023402.76;15947153000118;ELEPAR ELETRECIDADE E CONST. LTDA;2025-02-26;25/07/2024 a 25/07/2025;CELEBRADO;CENTRO DE EVENTOS - BARRA DO GARCAS/MT;DISPENSA DE LICITACAO LEI 14133/2021;Reforma de Imveis;51 - OBRAS E INSTALACOES;transparencia_excel_24.xls;2024-07-25;2025-07-25
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;403961;00060/2020;015/2019/SEDEC;Contratacao de empresa especializada na prestacao de servicos de Suporte Tecnico, Configuracao e Treinamento em CENTRAL TELEFONICA PABX DIGITAL para a Secretaria de Estado de Estado de Desenvolvimento Economico SEDEC e na Secretaria Adjunta de Turismo -;16694.28;33228064000101;SERVICE NETWORK COMERCIO E SERVICOS DE TECNOLOGIA LTDA;2024-12-20;21/12/2024 a 20/12/2025;CELEBRADO;;OUTRAS;Servios Tcnicos Profissionais;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_24.xls;2024-12-21;2025-12-20
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00522/2023;048/2022/SEDEC;1.1	O objeto do presente instrumento refere-se a contratacao de empresa especializada na prestacao de servicos continuados de Abastecimento e Controle do Fornecimento de Combustiveis (Etanol comum e Diesel S10) em rede de postos credenciados no ter;309675.0;05340639000130;PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA;2024-12-19;31/12/2024 a 30/12/2025;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;MATERIAL DE EXPEDIENTE;30 - MATERIAL DE CONSUMO;transparencia_excel_24.xls;2024-12-31;2025-12-30
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;01783/2022;034/2022/SEDEC;O objeto do presente instrumento refere-se a contratacao de empresa especializada na prestacao de servico continuado de limpeza, asseio, conservacao, com fornecimento de mao de obra e insumos diversos necessarios a execucao dos servicos, compreendendo as;324792.0;07192414000109;COSTA OESTE SERVICOS LTDA;2024-09-02;10/09/2024 a 12/09/2025;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Limpeza;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_24.xls;2024-09-10;2025-09-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/01487;02167/2024;024/2024/SEDEC;1.1.	O objeto do presente instrumento refere-se a contratacao de empresa especializada na prestacao de servico de motorista para atender a demanda da Secretaria de Estado de Desenvolvimento Economico, que deriva da adesao a Ata de Registro de Precos no 01;1261238.32;08744139000151;G&E SERVICOS TERCEIRIZADOS LTDA;2024-07-12;12/07/2024 a 12/07/2026;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;ADESAO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_24.xls;2024-07-12;2026-07-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/00521;01500/2024;010/2024/SEDEC;1.1.	O objeto do presente instrumento e a prestacao dos servicos especializado de garcom de natureza continuada que subsidiarao desde a realizacao de reunioes administrativas ate eventos institucionais, atendendo as demandas da Secretaria de Estado de Des;206742.72;20842298000194;PONTUAL SOLUCOES E SERVICOS LTDA;2024-05-02;02/05/2024 a 02/05/2026;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_24.xls;2024-05-02;2026-05-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02076/2024;022/2024/SEDEC;1.1.	O objeto do presente instrumento e a contratacao de empresa especializada no fornecimento de agua mineral natural com capacidade de 20 (vinte) litros para atender as demandas dos Orgaos/Entidades do Poder Executivo Estadual, no ambito de Cuiaba e Var;45600.0;01354498000153;UGOLINI CAMPOS LTDA;2024-07-12;12/07/2024 a 12/07/2026;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;ADESAO;GNEROS DE ALIMENTAO;30 - MATERIAL DE CONSUMO;transparencia_excel_24.xls;2024-07-12;2026-07-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/01487;02162/2024;023/2024/SEDEC;1.1.	O objeto do presente instrumento refere-se a contratacao de empresa especializada na prestacao de servico de motorista para atender a demanda da Secretaria de Estado de Desenvolvimento Economico- SEDEC, que deriva da adesao a Ata de Registro de Preco;476956.16;09626435000110;MEDEIROS & CURVO LTDA;2024-07-12;12/07/2024 a 12/07/2026;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;ADESAO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_24.xls;2024-07-12;2026-07-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;288203;01464/2021;027/2021;1 O objeto do presente instrumento refere-se a contratacao de empresa especializada em prestacao de servicos continuos de terceirizacao de mao-de-obra de Recepcionista, para atender a demanda da Secretaria de Estado de Desenvolvimento Economico, que deri;264720.0;79283065000141;ORBENK ADMINISTRACAO E SERVICOS LTDA.;2025-08-25;26/08/2024 a 25/08/2026;CELEBRADO;;PREGAO ELETRONICO;Servios de Apoio Administrativo, Tcnico e Operacional;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_24.xls;2024-08-26;2026-08-25
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;03227/2024;038/2024/SEDEC;O objeto do presente instrumento e a contratacao de empresa especializada na prestacao de servicos de agenciamento e fornecimento de passagens aereas nacionais e internacionais por meio de ferramenta on-line de autoagendamento (self-booking), para atend;1217500.0;27829511000177;BILACORP VIAGENS E TURISMO LTDA EPP;2025-12-04;06/12/2024 a 06/12/2026;CELEBRADO;Av. Pres. Getulio Vargas, 1077, Bairro: Goiabeiras, Cuiaba-MT, CEP: 78032-000;ADESAO;SERVIO DE AGENCIAMENTO DE VIAGENS;33 - PASSAGENS E DEPESAS COM LOCOMOCAO;transparencia_excel_24.xls;2024-12-06;2026-12-06
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02896/2024;036/2024/SEDEC;1.1.	O objeto do presente instrumento e a prestacao dos servicos especializados no fornecimento de mao de obra para prestacao de servicos continuados de Apoio Administrativo para os perfis Auxiliar Administrativo e Auxiliar Operacional Administrativo, nas;523944.0;10661161000180;LUA SERVICOS EIRELI ME;2026-02-09;16/10/2024 a 15/10/2026;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;ADESAO;Oficial Administrativo/Tcnico de Suporte;37 - LOCACAO DE MAO-DE-OBRA;transparencia_excel_24.xls;2024-10-16;2026-10-15
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;03114/2024;037/2024/SEDEC;O presente contrato tem como objeto a contratacao, atraves da adesao carona a Ata de registro de precos nA 37/2023 do Tribunal de Contas do Estado de Santa Catarina TCE/SC, de empresa especializada no fornecimento de solucao para modernizacao de equipam;766709.98;58619404000814;CONVERGINT COMERCIO E SERVICOS DE TECNOLOGIA LTDA;2024-11-21;21/11/2024 a 21/11/2025;CELEBRADO;Av. Pres. Getulio Vargas, 1077, Bairro: Goiabeiras, Cuiaba-MT, CEP: 78032-000;ADESAO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_24.xls;2024-11-21;2025-11-21
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;470394;00129/2020;01/2020/SEDEC;PRESTACAO DE SERVICOS DE VIGILANCIA ARMADA;257198.28;08282957000180;PANTANAL VIGILANCIA E SEGURANCA LTDA.;2024-12-20;22/01/2025 a 21/01/2026;CELEBRADO;;PREGAO PRESENCIAL;Vigilncia;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-01-22;2026-01-21
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00532/2023;002/2023/SEDEC;O presente contrato tem como objeto a contratacao de empresa especializada em prestacao de servicos continuos de manutencao preventiva e corretiva de 02 (dois) aparelhos condicionadores de ar do tipo central, incluindo fornecimento de pecas (quando necess;69188.64;25191599000119;TOP COMERCIO E SERVICOS LTDA;2025-01-24;26/01/2025 a 25/01/2027;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Manuteno de Ar Condicionado;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-01-26;2027-01-25
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/02301;00386/2025;002/2025/SEDEC;O objeto do presente instrumento refere-se a aquisicao de generos alimenticios (cafe em po e acucar cristal) para atender as demandas da Secretaria de Estado de Desenvolvimento Economico - SEDEC, conforme especificacoes e condicoes tecnicas constantes no;51636.0;45322752000107;M. DE N. D. MOREIRA;2025-01-29;29/01/2025 a 29/01/2027;CELEBRADO;Av. Pres. Getulio Vargas, 1077, Bairro: Goiabeiras, Cuiaba-MT, CEP: 78032-000;DISPENSA DE LICITACAO LEI 14133/2021;GNEROS DE ALIMENTAO;30 - MATERIAL DE CONSUMO;transparencia_excel_25.xls;2025-01-29;2027-01-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/02301;00387/2025;003/2025/SEDEC;O objeto do presente instrumento refere-se a aquisicao de generos alimenticios (cha mate) para atender as demandas da Secretaria de Estado de Desenvolvimento Economico - SEDEC, conforme especificacoes e condicoes tecnicas constantes no Termo de Referencia;2454.0;27981389000150;NABELLA COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI;2025-01-29;29/01/2025 a 29/01/2027;CELEBRADO;Av. Pres. Getulio Vargas, 1077, Bairro: Goiabeiras, Cuiaba-MT, CEP: 78032-000;DISPENSA DE LICITACAO LEI 14133/2021;GNEROS DE ALIMENTAO;30 - MATERIAL DE CONSUMO;transparencia_excel_25.xls;2025-01-29;2027-01-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00569/2023;004/2023/SEDEC;O presente contrato tem por objeto a contratacao, sob demanda, de empresa especializada para prestar servicos de manutencao predial, preventiva e corretiva, com fornecimento de equipamentos, materiais e mao de obra, na forma estabelecida nas planilhas de;1250000.0;26692022000153;ST - CONSTRUCOES E SERVICOS LTDA;2025-02-06;07/02/2025 a 06/02/2026;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Manuteno de Imveis;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-02-07;2026-02-06
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/00010;00529/2025;004/2025/SEDEC;O objeto do presente instrumento e a contratacao de servicos de consultoria e pesquisa para encontrar Solucao inovadora e Tecnologica que envolva Inteligencia Artificial, georreferenciamento das acoes de Monitoramento, Fiscalizacao, Gestao Cadastral das a;6658808.89;10784782000150;INSTITUTO FEDERAL DE MATO GROSSO;2025-02-13;13/02/2025 a 13/02/2027;CELEBRADO;Av. Pres. Getulio Vargas, 1077, Bairro: Goiabeiras, Cuiaba-MT, CEP: 78032-000;DISPENSA DE LICITACAO LEI 14133/2021;PRESTAO DE SERVIOS DE TECNOLOGIA DA INFORMAO;40 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PESSOA JURIDICA;transparencia_excel_25.xls;2025-02-13;2027-02-13
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00238;01041/2025;007/2025;O objeto do presente instrumento refere-se a aquisicao de generos alimenticios, cafe em po, para atender as demandas da Secretaria de Estado de Desenvolvimento Economico - SEDEC.;64296.0;44427929000177;DEISIANE DOS SANTOS ARAUJO 06162905195;2025-05-08;08/05/2025 a 07/05/2026;CELEBRADO;;PREGAO ELETRONICO;GNEROS DE ALIMENTAO;30 - MATERIAL DE CONSUMO;transparencia_excel_25.xls;2025-05-08;2026-05-07
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00238;01055/2025;008/2025;Refere-se a aquisicao de generos alimenticios, acucar tipo cristal, para atender as demandas da Secretaria de Estado de Desenvolvimento Economico - SEDEC.;9648.0;18690686000155;SHS SOLUCOES INTEGRADAS LTDA;2025-05-07;07/05/2025 a 06/05/2026;CELEBRADO;;PREGAO ELETRONICO;GNEROS DE ALIMENTAO;30 - MATERIAL DE CONSUMO;transparencia_excel_25.xls;2025-05-07;2026-05-06
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00561;00868/2025;006/2025;Consiste contratacao de empresa, para fornecimento de 05 (cinco) vagas para participacao no curso presencial YCaptacao de Recursos FederaisY, a ser realizado nos dias 09 e 10 de abril de 2025 e, 05 (cinco) vagas para participacao no curso presencial YEla;43470.0;21545863000114;ORZIL CONSULTORIA E TREINAMENTO LTDA;2025-04-09;09/04/2025 a 07/07/2025;CELEBRADO;;INEXIGIBILIDADE LEI 14133/2021;Capacitao de Pessoal;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-04-09;2025-07-07
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00012;01241/2025;010/2025;O objeto do presente instrumento refere-se a aquisicao de COPOS DESCARTAVEIS de 180 ml, para atender as demandas da Secretaria de Estado de Desenvolvimento Economico - SEDEC, decorrente do Pregao Eletronico no 003/2025/SEDEC nas condicoes estabelecidas no;15849.0;52505574000115;G M EMBALAGENS LTDA;2025-05-29;29/05/2025 a 29/05/2027;CELEBRADO;;PREGAO ELETRONICO;GNEROS DE ALIMENTAO;30 - MATERIAL DE CONSUMO;transparencia_excel_25.xls;2025-05-29;2027-05-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/00792;01590/2025;016/2025;O objeto do presente Contrato consiste na contratacao de prestacao de servico especializado para ministrar Curso de Introducao a Observacao de Aves na Natureza em continuidade as acoes de estruturacao e qualificacao do trade de turismo de Mato Grosso, com;62310.0;33941534000171;BRAULIO SCHIFFINO CARLOS III;2025-07-15;15/07/2025 a 15/01/2027;CELEBRADO;;INEXIGIBILIDADE;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-07-15;2027-01-15
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00023;01512/2025;013/2025;O objeto do presente instrumento e a prestacao dos servicos de motorista para atender as demandas da Secretaria de Estado de Desenvolvimento Economico - SEDEC, nas condicoes e exigencias estabelecidas neste instrumento de contrato e no Termo de Referencia;5132599.92;23280429000185;CUIABANA SERVICOS TERCEIRIZADOS LTDA;2025-07-08;08/07/2025 a 08/07/2027;CELEBRADO;;PREGAO ELETRONICO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-07-08;2027-07-08
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00899;01396/2025;012/2025;Consiste na contratacao de apresentacoes artisticas do Grupo Flor Ribeirinha, a serem realizadas nos dias 18 de junho de 2025, no municipio de Cuiaba-MT, nos dias 21 e 22 de agosto de 2025, no municipio de Sao Paulo/SP no Salao do Turismo e no dia 08 de o;500000.0;10908256000155;ASSOCIACAO CULTURAL FLOR RIBEIRINHA - ACFR;2025-06-18;18/06/2025 a 18/06/2026;CELEBRADO;;INEXIGIBILIDADE;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-06-18;2026-06-18
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/01052;01520/2025;014/2025;O objeto do presente instrumento e a prestacao dos servicos de MANUTENCAO PREVENTIVA E CORRETIVA DE CONDICIONADORES DE AR com fornecimento de pecas, componentes e acessorios novos e originais, quando for o caso, incluindo instalacao, desinstalacao, rema;143191.9;14049599000162;A.W.G COMERCIO E SERVICOS LTDA;2025-07-08;08/07/2025 a 07/07/2027;CELEBRADO;;ADESAO;Manuteno de Ar Condicionado;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-07-08;2027-07-07
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/01650;02108/2025;022/2025;O objeto do presente instrumento e a prestacao dos servicos para publicacao de avisos de licitacao e outras materias de interesse dos Orgaos/Entidades do Poder Executivo do Estado de Mato Grosso, em jornal diario de grande circulacao, nas condicoes estabe;7145.0;18876112000176;GIBBOR PUBLICIDADE E PUBLICACOES DE EDITAIS LTDA EPP;2025-08-29;29/08/2025 a 29/08/2027;CELEBRADO;;ADESAO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-08-29;2027-08-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/01650;02115/2025;023/2025;O objeto do presente instrumento e a prestacao dos servicos para publicacao de avisos de licitacao e outras materias de interesse dos Orgaos/Entidades do Poder Executivo do Estado de Mato Grosso, em jornal diario de grande circulacao, nas condicoes estabe;1645.0;10676614000141;K3 COMERCIO VAREJISTA DE JORNAIS, REVISTAS E OUTRAS PUBLICACOES LTDA;2025-08-28;28/08/2025 a 28/08/2027;CELEBRADO;;ADESAO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-08-28;2027-08-28
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/01197;01699/2025;017/2025;O objeto do presente instrumento e a aquisicao de equipamentos, tipo Controlador de Acesso com Reconhecimento Facial, a fim de atender as demandas dos Orgaos/Entidades do Poder Executivo Estadual.;2560.0;29188143000401;Romma Sistemas de Seguranca Eletronica Ltda;2025-07-22;22/07/2025 a 22/07/2026;CELEBRADO;;ADESAO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_25.xls;2025-07-22;2026-07-22
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2024/01744;01867/2025;021/2025;O objeto do presente Contrato consiste na contratacao de servico especializado para aquisicao de certificados digitais (e-CPF e e-CNPJ), no padrao ICP-Brasil para atender a demandas da Secretaria de Estado de Desenvolvimento Economico SEDEC.;5302.33;21308480000122;AR RP CERTIFICACAO DIGITAL LTDA;2025-08-11;11/08/2025 a 11/08/2026;CELEBRADO;;DISPENSA DE LICITACAO;PRESTAO DE SERVIOS DE TECNOLOGIA DA INFORMAO;40 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PESSOA JURIDICA;transparencia_excel_25.xls;2025-08-11;2026-08-11
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00271;00737/2025;005/2025;O objeto do presente instrumento e a prestacao dos servicos especializados no fornecimento de mao de obra para prestacao de servicos de vigilancia ostensiva armada, nas condicoes estabelecidas no Termo de Referencia e neste Contrato;1506291.84;10364152000470;LINCE - SEGURANCA PATRIMONIAL LTDA;2025-03-26;27/03/2025 a 26/03/2027;CELEBRADO;CUIABA;ADESAO;Vigilncia;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-03-27;2027-03-26
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PROCESSO SEDEC-PRO-2025/01686;02381/2025;028/2025;Aquisicao de 07 (sete) inscricoes para o Curso de MBA em Direito da Mineracao, Ambiental e ESG, promovido pela Faculdade Arnaldo (UniArnaldo), visando atender as demandas institucionais da Secretaria Adjunta de Mineracao, vinculada a Secretaria de Estado;89775.0;21562368000113;ASSOCIACAO PROPAGADORA ESDEVA (Faculdade Arnaldo);2025-09-19;19/09/2025 a 18/03/2027;ATIVO;;INEXIGIBILIDADE;Capacitao de Pessoal;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-09-19;2027-03-18
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02718/2024;031/2024/SEDEC;1.1.	O objeto do presente instrumento e a contratacao de empresa especializada na prestacao de servicos de fornecimento de coffee break e brunch para eventos, atos e solenidades para atender aos Orgaos/Entidades do Poder Executivo do Estado de Mato Grosso;160830.0;70428388000101;PIRES DE MIRANDA E CIA LTDA;2025-08-25;14/09/2025 a 13/09/2026;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;;Alimentao;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-09-14;2026-09-13
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00707;02197/2025;026/2025;O objeto do presente Contrato consiste na aquisicao de materiais de limpeza, para atender as demandas da Secretaria de Desenvolvimento de Economico - SEDEC, nos termos da tabela abaixo, conforme especificacoes constantes na proposta e respectivo Termo de;2123.45;46973126000143;SSG SOLUCOES LTDA;2025-09-08;08/09/2025 a 08/09/2026;CELEBRADO;;DISPENSA DE LICITACAO;17 - MATERIAL PARA LIMPEZA E HIGIENE;30 - MATERIAL DE CONSUMO;transparencia_excel_25.xls;2025-09-08;2026-09-08
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/01769;02450/2025;029/2025;O objeto do presente instrumento e a prestacao dos servicos de locacao de veiculos administrativos, para atender a demanda da Secretaria de Estado de Desenvolvimento Economico - SEDEC, nas condicoes estabelecidas no Termo de Referencia e neste Contrato.;5997738.0;25175927000193;SUPREMA LOCADORA DE VEICULOS LEVES E PESADOS LTDA;2025-09-25;25/09/2025 a 25/09/2030;CELEBRADO;;ADESAO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-09-25;2030-09-25
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/00912;02455/2025;030/2025;O objeto do presente instrumento refere-se a aquisicao de 10 Kit Aeronave Remotamente Pilotada (DRONE), cada kit composto por: 01 drone com camera de alta resolucao (minimo de 4K), sensores de obstaculos multidirecionais, autonomia minima de 34 minutos de;89375.0;27120037000100;THADS SERVICOS LTDA;2025-09-25;25/09/2025 a 25/09/2026;CELEBRADO;;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_25.xls;2025-09-25;2026-09-25
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/01823;02584/2025;031/2025;Contratacao de empresa especializada para a realizacao de curso de capacitacao na area de mercado financeiro, com foco na preparacao para a realizacao da prova de Certificacao Profissional ANBIMA YCPA-20, contemplando conteudo programatico atualizado, rec;30000.0;43811102000108;CAPRIATA CURSOS;2025-10-03;03/10/2025 a 03/10/2026;CELEBRADO;;INEXIGIBILIDADE;Capacitao de Pessoal;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-10-03;2026-10-03
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2025/01395;02346/2025;024/2025;Aquisicao de 02 (duas) vagas para curso de Mestrado Profissional em Administracao Publica,turma 2.2025, voltado a capacitacao de 02 (dois) servidores da Secretaria de Estado de Desenvolvimento Economico de Mato Grosso SEDEC, com inicio previsto para ago;163660.0;02474172000122;INSTITUTO BRASILEIRO DE ENCINO, DESENVOLVIMENTO E PESQUISA IDP - LTDA;2025-09-01;01/09/2025 a 01/09/2027;CELEBRADO;;INEXIGIBILIDADE;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-09-01;2027-09-01
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/00586;01825/2023;012/2023/SEDEC;1.1.	O objeto do presente instrumento refere-se a contratacao de empresa especializada na prestacao de Servicos de Locacao de Veiculos Administrativos, categorias diversas (sem motorista e sem combustivel), devidamente licenciados junto ao DETRAN, com qui;222984.0;23207454000133;ART CAR VEICULOS LTDA;2025-04-25;23/05/2025 a 24/05/2026;CELEBRADO;Cuiaba e/ou Varzea Grande;PREGAO ELETRONICO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_25.xls;2025-05-23;2026-05-24
